title,issue,issue_normalized,link,download_links,release_converted,group,origin,language,source
64'er Sonderheft,64'er Magazin Sonderheft #03 86 03 (1986)(Markt & Technik)(de)(Side A),64'er Sonderheft 3-86,https://archive.org/details/64er_Magazin_Sonderheft_03_86-03_1986_Markt_Technik_de_Side_A,,,,Germany,English; German,Internet Archive
64'er Sonderheft,64'er Magazin Sonderheft #03 86 03 (1986)(Markt & Technik)(de)(Side B),64'er Sonderheft 3-86,https://archive.org/details/64er_Magazin_Sonderheft_03_86-03_1986_Markt_Technik_de_Side_B,,,,Germany,English; German,Internet Archive
64'er Sonderheft,64'er Magazin Sonderheft #04 86 04 (1986)(Markt & Technik)(de)(Disk 2 of 2 Side B),64'er Sonderheft 4-86,https://archive.org/details/64er_Magazin_Sonderheft_04_86-04_1986_Markt_Technik_de_Disk_2_of_2_Side_B,,,,Germany,English; German,Internet Archive
64'er Sonderheft,64'er Magazin Sonderheft #04 86 04 (1986)(Markt & Technik)(de)(Disk 2 of 2 Side A),64'er Sonderheft 4-86,https://archive.org/details/64er_Magazin_Sonderheft_04_86-04_1986_Markt_Technik_de_Disk_2_of_2_Side_A,,,,Germany,English; German,Internet Archive
64'er Sonderheft,64'er Magazin Sonderheft #04 86 04 (1986)(Markt & Technik)(de)(Disk 1 of 2 Side A),64'er Sonderheft 4-86,https://archive.org/details/64er_Magazin_Sonderheft_04_86-04_1986_Markt_Technik_de_Disk_1_of_2_Side_A,,,,Germany,English; German,Internet Archive
64'er Sonderheft,64'er Magazin Sonderheft #04 86 04 (1986)(Markt & Technik)(de)(Disk 1 of 2 Side B),64'er Sonderheft 4-86,https://archive.org/details/64er_Magazin_Sonderheft_04_86-04_1986_Markt_Technik_de_Disk_1_of_2_Side_B,,,,Germany,English; German,Internet Archive
64'er Sonderheft,64'er Magazin Sonderheft #05 86 05 (1986)(Markt & Technik)(de),64'er Sonderheft 5-86,https://archive.org/details/64er_Magazin_Sonderheft_05_86-05_1986_Markt_Technik_de,,,,Germany,English; German,Internet Archive
64'er Sonderheft,64'er Magazin Sonderheft #06 86 06 (1986)(Markt & Technik)(de)(Disk 1 of 3 Side A),64'er Sonderheft 6-86,https://archive.org/details/64er_Magazin_Sonderheft_06_86-06_1986_Markt_Technik_de_Disk_1_of_3_Side_A,,,,Germany,English; German,Internet Archive
64'er Sonderheft,64'er Magazin Sonderheft #06 86 06 (1986)(Markt & Technik)(de)(Disk 1 of 3 Side B),64'er Sonderheft 6-86,https://archive.org/details/64er_Magazin_Sonderheft_06_86-06_1986_Markt_Technik_de_Disk_1_of_3_Side_B,,,,Germany,English; German,Internet Archive
64'er Sonderheft,64'er Magazin Sonderheft #06 86 06 (1986)(Markt & Technik)(de)(Disk 2 of 3 Side A),64'er Sonderheft 6-86,https://archive.org/details/64er_Magazin_Sonderheft_06_86-06_1986_Markt_Technik_de_Disk_2_of_3_Side_A,,,,Germany,English; German,Internet Archive
64'er Sonderheft,64'er Magazin Sonderheft #06 86 06 (1986)(Markt & Technik)(de)(Disk 2 of 3 Side B),64'er Sonderheft 6-86,https://archive.org/details/64er_Magazin_Sonderheft_06_86-06_1986_Markt_Technik_de_Disk_2_of_3_Side_B,,,,Germany,English; German,Internet Archive
64'er Sonderheft,64'er Magazin Sonderheft #06 86 06 (1986)(Markt & Technik)(de)(Disk 3 of 3 Side A),64'er Sonderheft 6-86,https://archive.org/details/64er_Magazin_Sonderheft_06_86-06_1986_Markt_Technik_de_Disk_3_of_3_Side_A,,,,Germany,English; German,Internet Archive
64'er Sonderheft,64'er Magazin Sonderheft #06 86 06 (1986)(Markt & Technik)(de)(Disk 3 of 3 Side B),64'er Sonderheft 6-86,https://archive.org/details/64er_Magazin_Sonderheft_06_86-06_1986_Markt_Technik_de_Disk_3_of_3_Side_B,,,,Germany,English; German,Internet Archive
64'er Sonderheft,64'er Magazin Sonderheft #07 86 07 (1986)(Markt & Technik)(de)(Side A),64'er Sonderheft 7-86,https://archive.org/details/64er_Magazin_Sonderheft_07_86-07_1986_Markt_Technik_de_Side_A,,,,Germany,English; German,Internet Archive
64'er Sonderheft,64'er Magazin Sonderheft #07 86 07 (1986)(Markt & Technik)(de)(Side B),64'er Sonderheft 7-86,https://archive.org/details/64er_Magazin_Sonderheft_07_86-07_1986_Markt_Technik_de_Side_B,,,,Germany,English; German,Internet Archive
64'er Sonderheft,64'er Magazin Sonderheft #08 86 08 (1986)(Markt & Technik)(de),64'er Sonderheft 8-86,https://archive.org/details/64er_Magazin_Sonderheft_08_86-08_1986_Markt_Technik_de,,,,Germany,English; German,Internet Archive
64'er Sonderheft,64'er Magazin Sonderheft #09 86 09 (1986)(Markt & Technik)(de)(Side A),64'er Sonderheft 9-86,https://archive.org/details/64er_Magazin_Sonderheft_09_86-09_1986_Markt_Technik_de_Side_A,,,,Germany,English; German,Internet Archive
64'er Sonderheft,64'er Magazin Sonderheft #09 86 09 (1986)(Markt & Technik)(de)(Side B),64'er Sonderheft 9-86,https://archive.org/details/64er_Magazin_Sonderheft_09_86-09_1986_Markt_Technik_de_Side_B,,,,Germany,English; German,Internet Archive
Action News,Action News 1,Action News No.1,https://demozoo.org//productions/93550/,"ftp://ftp.scs-trc.net/pub/c64/Magazines/Action_News/Action_News_01.zip, https://files.scene.org/get/mags/action-news/action_news_01.zip, https://files.scene.org/view/mags/action-news/action_news_01.zip",01.09.1989,,Germany,English; German,Demozoo
Action News,Action News #1,Action News No.1,https://csdb.dk//release/?id=29992,http://csdb.dk/getinternalfile.php/18810/actionnews01.zip,01.09.1989,,Germany,English; German,CSDB
Action News,Action News #2,Action News No.2,https://csdb.dk//release/?id=15492,http://csdb.dk/getinternalfile.php/16456/actionnews02.zip,01.11.1989,,Germany,English; German,CSDB
Action News,Action News 2,Action News No.2,https://demozoo.org//productions/93551/,"ftp://ftp.scs-trc.net/pub/c64/Magazines/Action_News/Action_News_02.zip, https://files.scene.org/get/mags/action-news/action_news_02.zip, https://files.scene.org/view/mags/action-news/action_news_02.zip",01.11.1989,,Germany,English; German,Demozoo
Action News,Action News #3,Action News No.3,https://csdb.dk//release/?id=15493,http://csdb.dk/getinternalfile.php/16457/actionnews03.zip,01.12.1989,,Germany,English; German,CSDB
Action News,Action News 3,Action News No.3,https://demozoo.org//productions/93552/,"ftp://ftp.scs-trc.net/pub/c64/Magazines/Action_News/Action_News_03.zip, https://files.scene.org/get/mags/action-news/action_news_03.zip, https://files.scene.org/view/mags/action-news/action_news_03.zip",01.12.1989,,Germany,English; German,Demozoo
Action News,Action News #4,Action News No.4,https://csdb.dk//release/?id=15494,http://csdb.dk/getinternalfile.php/16458/actionnews04.zip,01.01.1990,,Germany,English; German,CSDB
Action News,Action News 4,Action News No.4,https://demozoo.org//productions/93553/,"ftp://ftp.scs-trc.net/pub/c64/Magazines/Action_News/Action_News_04.zip, https://files.scene.org/get/mags/action-news/action_news_04.zip, https://files.scene.org/view/mags/action-news/action_news_04.zip",01.01.1990,,Germany,English; German,Demozoo
Action News,Action News #5,Action News No.5,https://csdb.dk//release/?id=15495,http://csdb.dk/getinternalfile.php/130219/Action_News_05.zip,09.03.1990,,Germany,English; German,CSDB
Action News,Action News 5,Action News No.5,https://demozoo.org//productions/93554/,"ftp://ftp.scs-trc.net/pub/c64/Magazines/Action_News/Action_News_05.zip, https://files.scene.org/get/mags/action-news/action_news_05.zip, https://files.scene.org/view/mags/action-news/action_news_05.zip",09.03.1990,,Germany,English; German,Demozoo
Action News,Action News #6,Action News No.6,https://csdb.dk//release/?id=5763,http://csdb.dk/getinternalfile.php/48404/actionnews06.zip,01.04.1990,,Germany,English; German,CSDB
Action News,Action News 6,Action News No.6,https://demozoo.org//productions/93555/,"ftp://ftp.scs-trc.net/pub/c64/Magazines/Action_News/Action_News_06.zip, https://files.scene.org/get/mags/action-news/action_news_06.zip, https://files.scene.org/view/mags/action-news/action_news_06.zip",01.04.1990,,Germany,English; German,Demozoo
Action News,Action News #8,Action News No.7,https://csdb.dk//release/?id=27817,http://csdb.dk/getinternalfile.php/16460/actionnews08.zip,01.01.1990,,Germany,English; German,CSDB
Action News,Action News 7,Action News No.7,https://demozoo.org//productions/93556/,,01.01.1990,,Germany,English; German,Demozoo
Action News,Action News #9,Action News No.8,https://csdb.dk//release/?id=5764,http://csdb.dk/getinternalfile.php/130218/Action_News_09-Spherical_Designs.zip,01.02.1991,Spherical Designs,Germany,English; German,CSDB
Action News,Action News 8,Action News No.8,https://demozoo.org//productions/93557/,"ftp://ftp.scs-trc.net/pub/c64/Magazines/Action_News/Action_News_08.zip, https://files.scene.org/get/mags/action-news/action_news_08.zip, https://files.scene.org/view/mags/action-news/action_news_08.zip",01.01.1990,,Germany,English; German,Demozoo
Action News,Action News #9,Action News No.9,https://www.pouet.net/prod.php?which=46655,http://csdb.dk/getinternalfile.php/130218/Action_News_09-Spherical_Designs.zip,01.01.1991,Spherical Designs,Germany,English; German,Pouet
Action News,Action News 9,Action News No.9,https://demozoo.org//productions/93558/,"ftp://ftp.scs-trc.net/pub/c64/Magazines/Action_News/Action_News_09.zip, https://files.scene.org/get/mags/action-news/action_news_09.zip, https://files.scene.org/view/mags/action-news/action_news_09.zip",01.02.1991,Spherical Designs,Germany,English; German,Demozoo
Antinationale,Antinationale #1,Antinationale No.1,https://csdb.dk//release/?id=4439,"http://www.ihlaid.de/files/atn1.zip, http://csdb.dk/getinternalfile.php/61583/atn1.zip",25.11.1994,Metalvotze,Germany,English; German,CSDB
Antinationale,Antinationale #2,Antinationale No.2,https://csdb.dk//release/?id=7158,"http://www.metalvotze.de/files/atn2.zip, http://csdb.dk/getinternalfile.php/57760/atn2.zip",15.06.1995,Metalvotze,Germany,English; German,CSDB
Antinationale,Antinationale #3,Antinationale No.3,https://csdb.dk//release/?id=7160,"http://www.metalvotze.de/files/atn3.zip, http://csdb.dk/getinternalfile.php/57763/atn3.zip",11.12.1995,Metalvotze,Germany,English; German,CSDB
Antinationale,Antinationale #4,Antinationale No.4,https://csdb.dk//release/?id=7161,"http://www.metalvotze.de/files/atn4.zip, http://csdb.dk/getinternalfile.php/57764/atn4.zip",01.01.1996,Metalvotze,Germany,English; German,CSDB
Antinationale,Antinationale #5,Antinationale No.5,https://csdb.dk//release/?id=7162,"http://www.metalvotze.de/files/atn5.zip, http://csdb.dk/getinternalfile.php/57762/atn5.zip",01.11.1996,Metalvotze,Germany,English; German,CSDB
Antinationale,Antinationale #6,Antinationale No.6,https://csdb.dk//release/?id=7163,"http://www.metalvotze.de/files/atn6.zip, http://csdb.dk/getinternalfile.php/57761/atn6.zip",01.01.1997,Metalvotze,Germany,English; German,CSDB
B Soft,B Soft #1 (19xx)(Maik & Mike)(de)(Side A),B Soft No.1,https://archive.org/details/B-Soft_1_19xx_Maik_Mike_de_Side_A,,,,,English; German,Internet Archive
B Soft,B Soft #2 (19xx)(Maik & Mike)(de)(Side A),B Soft No.2,https://archive.org/details/B-Soft_2_19xx_Maik_Mike_de_Side_A,,,,,English; German,Internet Archive
B Soft,B Soft #3 (19xx)(Maik & Mike)(de)(Side A),B Soft No.3,https://archive.org/details/B-Soft_3_19xx_Maik_Mike_de_Side_A,,,,,English; German,Internet Archive
B Soft,B Soft #4 (19xx)(Maik & Mike)(de)(Side A),B Soft No.4,https://archive.org/details/B-Soft_4_19xx_Maik_Mike_de_Side_A,,,,,English; German,Internet Archive
B Soft,B Soft #5 (19xx)(Maik & Mike)(de)(Side A),B Soft No.5,https://archive.org/details/B-Soft_5_19xx_Maik_Mike_de_Side_A,,,,,English; German,Internet Archive
B Soft,B Soft #6 (19xx)(Maik & Mike)(de)(Side A),B Soft No.6,https://archive.org/details/B-Soft_6_19xx_Maik_Mike_de_Side_A,,,,,English; German,Internet Archive
Bioblech,Bioblech #1 (1997)(KRG)(de)(Side A),Bioblech No.1,https://archive.org/details/Bioblech_1_1997_KRG_de_Side_A,,,,Germany,German,Internet Archive
Bioblech,Bioblech #1,Bioblech No.1,https://csdb.dk//release/?id=5765,"ftp://ftp.padua.org/pub/c64/Magazines/bioblech/Bioblech_01.zip, http://csdb.dk/getinternalfile.php/61869/Bioblech_01.zip",01.01.1997,KRG,Germany,German,CSDB
Bioblech,Bioblech #1,Bioblech No.1,https://www.pouet.net/prod.php?which=37145,http://csdb.dk/getinternalfile.php/61869/Bioblech_01.zip,01.01.1997,KRG,Germany,German,Pouet
Bioblech,Bioblech #2 (1997)(KRG)(de)(Side A),Bioblech No.2,https://archive.org/details/Bioblech_2_1997_KRG_de_Side_A,,,,Germany,German,Internet Archive
Bioblech,Bioblech #2,Bioblech No.2,https://csdb.dk//release/?id=5766,"ftp://ftp.padua.org/pub/c64/Magazines/bioblech/Bioblech_02.zip, http://csdb.dk/getinternalfile.php/61870/Bioblech_02.zip",01.01.1997,KRG,Germany,German,CSDB
Bioblech,Bioblech #2,Bioblech No.2,https://www.pouet.net/prod.php?which=37146,http://csdb.dk/getinternalfile.php/61870/Bioblech_02.zip,01.11.1996,KRG,Germany,German,Pouet
Bioblech,Bioblech #3 (1998 10)(KRG)(de),Bioblech No.3,https://archive.org/details/Bioblech_3_1998-10_KRG_de,,,,Germany,German,Internet Archive
Bioblech,Bioblech #3,Bioblech No.3,https://www.pouet.net/prod.php?which=37144,http://csdb.dk/getinternalfile.php/46780/bioblech03.zip,01.09.1998,"KRG, Sanity",Germany,German,Pouet
Bioblech,Bioblech #3,Bioblech No.3,https://csdb.dk//release/?id=5768,"ftp://ftp.padua.org/pub/c64/Magazines/bioblech/Bioblech_03.zip, http://csdb.dk/getinternalfile.php/46780/bioblech03.zip",01.10.1998,"KRG, Sanity",Germany,German,CSDB
Biometal,Biometal 1,Biometal No.1,https://csdb.dk//release/?id=14338,http://csdb.dk/getinternalfile.php/61988/biometal01.zip,28.12.1995,"High-Tech, Soul Star",,English; German,CSDB
Biometal,Biometal #1 (1995 12 28)(High Tech Soul Star)(de),Biometal No.1,https://archive.org/details/Biometal_1_1995-12-28_High_Tech_Soul_Star_de,,,,,English; German,Internet Archive
Biometal,Biometal 1,Biometal No.1,https://www.pouet.net/prod.php?which=37148,http://csdb.dk/release/download.php?id=84483,01.12.1995,Soul Star,,English; German,Pouet
Biometal,Biometal 2,Biometal No.2,https://csdb.dk//release/?id=14339,http://csdb.dk/getinternalfile.php/35050/biometal02.zip,22.02.1996,Acme,,English; German,CSDB
Biometal,Biometal 2,Biometal No.2,https://demozoo.org//productions/199704/,http://csdb.dk/getinternalfile.php/35050/biometal02.zip,22.02.1996,Acme,,English; German,Demozoo
Biometal,Biometal 2,Biometal No.2,https://www.pouet.net/prod.php?which=47236,http://csdb.dk/release/download.php?id=53554,01.02.1996,Acme,,English; German,Pouet
Biometal,Biometal 3,Biometal No.3,https://csdb.dk//release/?id=14340,http://csdb.dk/getinternalfile.php/61867/biometal03.zip,29.04.1996,Acme,,English; German,CSDB
Biometal,Biometal 3,Biometal No.3,https://demozoo.org//productions/199705/,http://csdb.dk/getinternalfile.php/61867/biometal03.zip,29.04.1996,Acme,,English; German,Demozoo
Biometal,Biometal 3,Biometal No.3,https://www.pouet.net/prod.php?which=47235,http://csdb.dk/getinternalfile.php/61867/biometal03.zip,01.04.1996,Acme,,English; German,Pouet
Biometal,Biometal 4,Biometal No.4,https://www.pouet.net/prod.php?which=47234,http://csdb.dk/release/download.php?id=84338,01.07.1996,Acme,,English; German,Pouet
Biometal,Biometal 4,Biometal No.4,https://csdb.dk//release/?id=14341,http://csdb.dk/getinternalfile.php/61868/biometal04.zip,15.07.1996,Acme,,English; German,CSDB
Biometal,Biometal 4,Biometal No.4,https://demozoo.org//productions/199706/,http://csdb.dk/getinternalfile.php/61868/biometal04.zip,15.07.1996,Acme,,English; German,Demozoo
C64 Fever,C64 Fever 92 01 (1992)( )(de),C64 Fever 1-92,https://archive.org/details/C64_Fever_92-01_1992_-_de,,,,Germany,English; German,Internet Archive
C64 Fever,C64 Fever 92 02 (1992)( )(de),C64 Fever 2-92,https://archive.org/details/C64_Fever_92-02_1992_-_de,,,,Germany,English; German,Internet Archive
C64 Live,C64 Live #6 (19xx)( )(de),C64 Live No.6,https://archive.org/details/C64_Live_6_19xx_-_de,,,,,English; German,Internet Archive
Chaos (2),Chaos #1,Chaos No.1,https://csdb.dk//release/?id=209058,http://csdb.dk/getinternalfile.php/218918/chaos_1_.zip,01.01.1997,Snake,Germany,English; German,CSDB
Chaos (2),Chaos #2,Chaos No.2,https://csdb.dk//release/?id=209066,http://csdb.dk/getinternalfile.php/218927/Chaos #2.zip,01.01.1997,Snake,Germany,English; German,CSDB
Chaos (2),Chaos #3,Chaos No.3,https://csdb.dk//release/?id=5769,"http://csdb.dk/getinternalfile.php/31756/Chaos_03.zip, ftp://ftp.scs-trc.net/pub/c64/Magazines/Chaos/Chaos_03.zip",01.06.1997,Snake,Germany,English; German,CSDB
Com 64 Live,Com64 Live #1 (19xx)( )(Side A),Com 64 Live No.1,https://archive.org/details/Com64_Live_1_19xx_-_Side_A,,,,Germany,English; German,Internet Archive
Com 64 Live,Com64 Live #2 (19xx)( )(Side A),Com 64 Live No.2,https://archive.org/details/Com64_Live_2_19xx_-_Side_A,,,,Germany,English; German,Internet Archive
Commodore Disc,Commodore Disc #01 (19xx)( )(de),Commodore Disc No.1,https://archive.org/details/Commodore_Disc_01_19xx_-_de,,,,Germany,English; German,Internet Archive
Commodore Disc,Commodore Disc #10 (19xx)( )(de),Commodore Disc No.10,https://archive.org/details/Commodore_Disc_10_19xx_-_de,,,,Germany,English; German,Internet Archive
Commodore Disc,Commodore Disc #02 (19xx)( )(de),Commodore Disc No.2,https://archive.org/details/Commodore_Disc_02_19xx_-_de,,,,Germany,English; German,Internet Archive
Commodore Disc,Commodore Disc #03 (19xx)( )(de),Commodore Disc No.3,https://archive.org/details/Commodore_Disc_03_19xx_-_de,,,,Germany,English; German,Internet Archive
Commodore Disc,Commodore Disc #04 (19xx)( )(de),Commodore Disc No.4,https://archive.org/details/Commodore_Disc_04_19xx_-_de,,,,Germany,English; German,Internet Archive
Commodore Disc,Commodore Disc #05 (19xx)( )(de),Commodore Disc No.5,https://archive.org/details/Commodore_Disc_05_19xx_-_de,,,,Germany,English; German,Internet Archive
Commodore Disc,Commodore Disc #06 (19xx)( )(de),Commodore Disc No.6,https://archive.org/details/Commodore_Disc_06_19xx_-_de,,,,Germany,English; German,Internet Archive
Commodore Disc,Commodore Disc #07 (19xx)( )(de),Commodore Disc No.7,https://archive.org/details/Commodore_Disc_07_19xx_-_de,,,,Germany,English; German,Internet Archive
Commodore Disc,Commodore Disc #08 (19xx)( )(de),Commodore Disc No.8,https://archive.org/details/Commodore_Disc_08_19xx_-_de,,,,Germany,English; German,Internet Archive
Commodore Disc,Commodore Disc #09 (19xx)( )(de),Commodore Disc No.9,https://archive.org/details/Commodore_Disc_09_19xx_-_de,,,,Germany,English; German,Internet Archive
Copy News,Copy News 5 (german),Copy News No.5,https://csdb.dk//release/?id=227400,https://csdb.dk/getinternalfile.php/239853/CN5.zip,01.12.1988,Golden Team,,German,CSDB
Dark Star,Dark Star #13,Dark Star No.13,https://csdb.dk//release/?id=5770,http://csdb.dk/getinternalfile.php/2976/DarkStar13.zip,01.09.1996,Willow,,English; German,CSDB
Dark Star,Dark Star #13,Dark Star No.13,https://www.pouet.net/prod.php?which=31914,http://csdb.dk/getinternalfile.php/2976/DarkStar13.zip,01.09.1996,Willow,,English; German,Pouet
Digital News,Digital News - April 88 (german),Digital News - April 88,https://csdb.dk//release/?id=163499,http://csdb.dk/getinternalfile.php/166120/Digital-News-April-88-2Sides-ESI.zip,29.04.1988,Eagle Soft Incorporated,,English; German,CSDB
Digital News,Digital News - February 88,Digital News - February 88,https://www.pouet.net/prod.php?which=44863,http://csdb.dk/getinternalfile.php/44298/Digital_News_88_02.zip,01.02.1988,Radwar Enterprises,,English; German,Pouet
Digital News,Digital News - Ausgabe Nummer 01 (german),Digital News No.1,https://csdb.dk//release/?id=149088,"http://csdb.dk/getinternalfile.php/150279/Digital-News-88-01.zip, http://csdb.dk/getinternalfile.php/150280/Digital-News-88-01.d64",01.01.1988,Radwar,,English; German,CSDB
Digital News,Digital News - Ausgabe Nummer 02 (german),Digital News No.2,https://csdb.dk//release/?id=52695,"http://csdb.dk/getinternalfile.php/44298/Digital_News_88_02.zip, http://csdb.dk/getinternalfile.php/166121/Digital-News-01-02-1988_other.d64, http://csdb.dk/getinternalfile.php/166121/Digital-News-February-88-MWS.d64, https://csdb.dk/getinternalfile.php/245295/Digital Demo.d64",01.02.1988,Radwar,,English; German,CSDB
Digital News,Digital News - Ausgabe Nummer 03 (german),Digital News No.3,https://csdb.dk//release/?id=170509,http://csdb.dk/getinternalfile.php/173896/Digital_news_RADWAR.d64,01.03.1988,Radwar,,English; German,CSDB
Digital Talk,Digital Talk #01,Digital Talk No.1,https://demozoo.org//productions/305703/,"https://files.scene.org/get/mags/digital_talk/digitaltalk_01.zip, https://files.scene.org/view/mags/digital_talk/digitaltalk_01.zip",01.07.1993,Digital Talk Team,Austria; Germany; Switzerland,English; German,Demozoo
Digital Talk,Digital Talk #01,Digital Talk No.1,https://www.pouet.net/prod.php?which=35229,http://noname.c64.org/csdb/release/download.php?id=8442,01.07.1993,Digital Talk,Austria; Germany; Switzerland,English; German,Pouet
Digital Talk,Digital Talk #01 (german),Digital Talk No.1,https://csdb.dk//release/?id=88401,http://csdb.dk/getinternalfile.php/85328/dt01.zip,01.07.1993,Digital Talk,Austria; Germany; Switzerland,English; German,CSDB
Digital Talk,Digital Talk #01 - English Edition,Digital Talk No.1 (English Edition),https://csdb.dk//release/?id=5771,"ftp://ftp.scs-trc.net/pub/c64/Magazines/Digital_Talk/DigitalTalk_01.zip, http://csdb.dk/getinternalfile.php/64259/DigitalTalk_01.zip",28.07.1999,Digital Talk,Austria; Germany; Switzerland,English; German,CSDB
Digital Talk,Digital Talk #100 (german),Digital Talk No.100,https://csdb.dk//release/?id=158438,"http://csdb.dk/getinternalfile.php/160572/DT100.zip, http://csdb.dk/getinternalfile.php/160573/Dt100Heft.pdf",25.08.2017,Digital Talk,Austria; Germany; Switzerland,English; German,CSDB
Digital Talk,Digital Talk #101 (german),Digital Talk No.101,https://csdb.dk//release/?id=161039,http://csdb.dk/getinternalfile.php/163389/DT101.zip,24.12.2017,Digital Talk,Austria; Germany; Switzerland,English; German,CSDB
Digital Talk,Digital Talk #102 (german),Digital Talk No.102,https://csdb.dk//release/?id=164250,http://csdb.dk/getinternalfile.php/166957/DT102.zip,29.04.2018,Digital Talk,Austria; Germany; Switzerland,English; German,CSDB
Digital Talk,Digital Talk #103 (german),Digital Talk No.103,https://csdb.dk//release/?id=168001,http://csdb.dk/getinternalfile.php/171187/DT103.zip,27.08.2018,Digital Talk,Austria; Germany; Switzerland,English; German,CSDB
Digital Talk,Digital Talk #104 (german),Digital Talk No.104,https://csdb.dk//release/?id=173136,http://csdb.dk/getinternalfile.php/176795/DT104.zip,24.12.2018,Digital Talk,Austria; Germany; Switzerland,English; German,CSDB
Digital Talk,Digital Talk #105 (german),Digital Talk No.105,https://csdb.dk//release/?id=177769,"http://csdb.dk/getinternalfile.php/181979/DT105.zip, http://csdb.dk/getinternalfile.php/181978/DT105Heft.pdf",29.04.2019,Digital Talk,Austria; Germany; Switzerland,English; German,CSDB
Digital Talk,Digital Talk #106 (german),Digital Talk No.106,https://csdb.dk//release/?id=181231,http://csdb.dk/getinternalfile.php/187912/DT106.zip,26.08.2019,Digital Talk,Austria; Germany; Switzerland,English; German,CSDB
Digital Talk,Digital Talk #107 (german),Digital Talk No.107,https://csdb.dk//release/?id=185468,http://csdb.dk/getinternalfile.php/192637/DT107.zip,24.12.2019,Digital Talk,Austria; Germany; Switzerland,English; German,CSDB
Digital Talk,Digital Talk #108 (german),Digital Talk No.108,https://csdb.dk//release/?id=191775,http://csdb.dk/getinternalfile.php/199532/DT108.zip,30.05.2020,Digital Talk,Austria; Germany; Switzerland,English; German,CSDB
Digital Talk,Digital Talk #109 (german),Digital Talk No.109,https://csdb.dk//release/?id=198378,"http://csdb.dk/getinternalfile.php/206901/109-side1.d64, http://csdb.dk/getinternalfile.php/206902/109-side2.d64, http://csdb.dk/getinternalfile.php/206903/DT#109 Folder.pdf, http://csdb.dk/getinternalfile.php/206904/dt109innen.jpg, http://csdb.dk/getinternalfile.php/206905/CoverDT109.pdf",24.12.2020,Digital Talk,Austria; Germany; Switzerland,English; German,CSDB
Digital Talk,Digital Talk #11,Digital Talk No.11,https://www.pouet.net/prod.php?which=35220,http://noname.c64.org/csdb/release/download.php?id=8879,01.11.1994,Digital Talk,Austria; Germany; Switzerland,English; German,Pouet
